vvencFFapp: VVenC, the Fraunhofer H.266/VVC Encoder, version 1.11.0-rc1 [Linux][GCC 12.2.0][64 bit][SIMD=AVX]
vvencFFapp [info]: started @ Fri Mar  1 13:54:24 2024
vvenc [verbose]: Input File                             : SourceVideo/source.yuv
vvenc [verbose]: Bitstream File                         : Data/output-threads4-tile4x4.266
vvenc [verbose]: Real Format                            : 1920x1080  yuv420p  120 Hz  SDR  100 frames
vvenc [verbose]: Frames                                 : encode 100 frames 
vvenc [verbose]: Internal format                        : 1920x1080  120 Hz  SDR
vvenc [verbose]: Threads                                : 4  (parallel frames: 4)
vvenc [verbose]: Rate control                           : QP 32
vvenc [verbose]: Perceptual optimization                : Disabled
vvenc [verbose]: Intra period (keyframe)                : 32
vvenc [verbose]: Decoding refresh type                  : CRA
vvenc [verbose]: Sequence PSNR output                   : Linear average only
vvenc [verbose]: Hexadecimal PSNR output                : Disabled
vvenc [verbose]: Sequence MSE output                    : Disabled
vvenc [verbose]: Frame MSE output                       : Disabled
vvenc [verbose]: Cabac-zero-word-padding                : Enabled
vvenc [verbose]: Frame index                            : all frames
vvenc [verbose]: Profile                                : main_10
vvenc [verbose]: Level                                  : 5
vvenc [verbose]: CU size                                : 128
vvenc [verbose]: Max TB size                            : 64
vvenc [verbose]: Min CB size                            : 4
vvenc [verbose]: Motion search range                    : 384
vvenc [verbose]: QP                                     : 32
vvenc [verbose]: Max dQP signaling subdiv               : 0
vvenc [verbose]: Cb QP Offset (dual tree)               : 0 (0)
vvenc [verbose]: Cr QP Offset (dual tree)               : 0 (0)
vvenc [verbose]: GOP size                               : 32
vvenc [verbose]: PicReordering                          : 1
vvenc [verbose]: Input bit depth                        : (Y:8, C:8)
vvenc [verbose]: MSB-extended bit depth                 : (Y:8, C:8)
vvenc [verbose]: Internal bit depth                     : (Y:8, C:8)
vvenc [verbose]: cu_chroma_qp_offset_subdiv             : -1
vvenc [verbose]: log2_sao_offset_scale_luma             : 0
vvenc [verbose]: log2_sao_offset_scale_chroma           : 0
vvenc [verbose]: Cost function:                         : Lossy coding

vvenc [verbose]: CODING TOOL CFG: CTU128 QTMin44BTT21 IBD:0 SAO:1 ALF:1 (NonLinLuma:0 NonLinChr:0) CCALF:1 Tiles:4x3 Slices:1 WPP:0 WPP-Substreams:1 TMVP:1 DQ:1 SDH:0 CST:1 BDOF:1 DMVR:1 MTSImplicit:1 SBT:0 JCbCr:1 CabacInitPresent:0 AMVR:5 SMVD:3 LMCS:2 (Signal:SDR Opt:0) CIIP:0 MIP:1 AFFINE:4 (PROF:1, Type:1) MMVD:3 DisFracMMVD:1 SbTMVP:1 GPM:3 LFNST:1 MTS:0 ISP:3 TS:2 TSLog2MaxSize:4 useChromaTS:0 BDPCM:2 IBC:2 BCW:0 
vvenc [verbose]: ENC. ALG. CFG: QPA:0 HAD:1 RDQ:1 RDQTS:1 ASR:1 MinSearchWindow:96 EDO:2 MCTF:2 BIM:1 
vvenc [verbose]: PRE-ANALYSIS CFG: STA:1 LeadFrames:0 TrailFrames:0 
vvenc [verbose]: FAST TOOL CFG: ECU:0 FEN:3 FDM:1 FastSearch:4 (SCC:2) LCTUFast:1 FastMrg:2 PBIntraFast:1 AMaxBT:0 FastQtBtEnc:1 ContentBasedFastQtbt:1 FastMIP:3 FastIntraTools:1 IntraEstDecBit:2 FastLocalDualTree:1 IntegerET:0 FastSubPel:1 ReduceFilterME:2 QtbttExtraFast:3 FastTTSplit:5 IBCFastMethod:3 FIM:0 ALFSpeed:0 QuantThr:4 SelectiveRDQO:0 
vvenc [verbose]: RATE CONTROL CFG: RateControl:0 QP:32 LookAhead:0 FirstPassMode:0 
vvenc [verbose]: PARALLEL PROCESSING CFG: NumThreads:4 MaxParallelFrames:4 IFP:0 (IFPLines:0) TileParallelCtuEnc:1 WppBitEqual:1 WF:0 

POC    31 TId: 0 (IDR_W_RADL, I-SLICE, QP 27, TF 2)     424528 bits [Y 41.9404 dB    U 41.8505 dB    V 42.8456 dB] [ET     7 ] [L0 ] [L1 ]
POC    15 TId: 1 (      RADL, B-SLICE, QP 32, TF 1)       9824 bits [Y 41.5905 dB    U 41.6461 dB    V 42.7568 dB] [ET     0 ] [L0 31 ] [L1 31 ]
POC     7 TId: 2 (      RADL, B-SLICE, QP 34, TF 0)       4648 bits [Y 41.5979 dB    U 41.6205 dB    V 42.7533 dB] [ET     0 ] [L0 15 31 ] [L1 15 31 ]
POC     3 TId: 3 (      RADL, B-SLICE, QP 37)             2272 bits [Y 41.4935 dB    U 41.5171 dB    V 42.7170 dB] [ET     1 ] [L0 7 15 ] [L1 7 15 ]
POC     1 TId: 4 (      RADL, B-SLICE, QP 40)             1536 bits [Y 41.3537 dB    U 41.4776 dB    V 42.6982 dB] [ET     0 ] [L0 3 7 ] [L1 3 7 ]
POC     0 TId: 5 (      RADL, B-SLICE, QP 41)              896 bits [Y 41.2654 dB    U 41.4337 dB    V 42.6905 dB] [ET     0 ] [L0 1 ] [L1 1 ]
POC     2 TId: 5 (      RADL, B-SLICE, QP 41)              544 bits [Y 41.3943 dB    U 41.4932 dB    V 42.7259 dB] [ET     0 ] [L0 1 ] [L1 3 ]
POC     5 TId: 4 (      RADL, B-SLICE, QP 40)             1120 bits [Y 41.4759 dB    U 41.5707 dB    V 42.7345 dB] [ET     0 ] [L0 3 7 ] [L1 7 15 ]
POC     4 TId: 5 (      RADL, B-SLICE, QP 41)              544 bits [Y 41.4315 dB    U 41.5377 dB    V 42.7519 dB] [ET     0 ] [L0 3 ] [L1 5 ]
POC     6 TId: 5 (      RADL, B-SLICE, QP 41)              632 bits [Y 41.5125 dB    U 41.5764 dB    V 42.7578 dB] [ET     0 ] [L0 5 ] [L1 7 ]
POC    11 TId: 3 (      RADL, B-SLICE, QP 37)             2144 bits [Y 41.5329 dB    U 41.5749 dB    V 42.7503 dB] [ET     1 ] [L0 7 15 ] [L1 15 31 ]
POC     9 TId: 4 (      RADL, B-SLICE, QP 40)             1264 bits [Y 41.4832 dB    U 41.5776 dB    V 42.7348 dB] [ET     0 ] [L0 7 11 ] [L1 11 15 ]
POC     8 TId: 5 (      RADL, B-SLICE, QP 41)              608 bits [Y 41.5031 dB    U 41.6167 dB    V 42.7501 dB] [ET     0 ] [L0 7 ] [L1 9 ]
POC    10 TId: 5 (      RADL, B-SLICE, QP 41)              856 bits [Y 41.4386 dB    U 41.5781 dB    V 42.7309 dB] [ET     0 ] [L0 9 ] [L1 11 ]
POC    13 TId: 4 (      RADL, B-SLICE, QP 40)             1400 bits [Y 41.4771 dB    U 41.5654 dB    V 42.7242 dB] [ET     0 ] [L0 11 7 ] [L1 15 31 ]
POC    12 TId: 5 (      RADL, B-SLICE, QP 41)              696 bits [Y 41.4578 dB    U 41.5851 dB    V 42.7206 dB] [ET     0 ] [L0 11 ] [L1 13 ]
POC    14 TId: 5 (      RADL, B-SLICE, QP 41)              872 bits [Y 41.4523 dB    U 41.5916 dB    V 42.7527 dB] [ET     1 ] [L0 13 ] [L1 15 ]
POC    23 TId: 2 (      RADL, B-SLICE, QP 34, TF 0)       4816 bits [Y 41.6081 dB    U 41.6397 dB    V 42.7161 dB] [ET     1 ] [L0 15 31 ] [L1 31 15 ]
POC    19 TId: 3 (      RADL, B-SLICE, QP 37)             2832 bits [Y 41.5166 dB    U 41.5937 dB    V 42.6851 dB] [ET     1 ] [L0 15 23 ] [L1 23 31 ]
POC    17 TId: 4 (      RADL, B-SLICE, QP 40)             1696 bits [Y 41.4712 dB    U 41.5599 dB    V 42.6863 dB] [ET     0 ] [L0 15 19 ] [L1 19 23 ]
POC    16 TId: 5 (      RADL, B-SLICE, QP 41)             1040 bits [Y 41.4337 dB    U 41.5640 dB    V 42.7120 dB] [ET     0 ] [L0 15 ] [L1 17 ]
POC    18 TId: 5 (      RADL, B-SLICE, QP 41)             1136 bits [Y 41.4061 dB    U 41.5417 dB    V 42.6949 dB] [ET     0 ] [L0 17 ] [L1 19 ]
