vvencFFapp: VVenC, the Fraunhofer H.266/VVC Encoder, version 1.11.0-rc1 [Linux][GCC 12.2.0][64 bit][SIMD=AVX]
vvencFFapp [info]: started @ Fri Mar  1 15:40:21 2024
vvenc [verbose]: Input File                             : SourceVideo/source.yuv
vvenc [verbose]: Bitstream File                         : Data/output-threads6-tile2x2.266
vvenc [verbose]: Real Format                            : 1920x1080  yuv420p  120 Hz  SDR  100 frames
vvenc [verbose]: Frames                                 : encode 100 frames 
vvenc [verbose]: Internal format                        : 1920x1080  120 Hz  SDR
vvenc [verbose]: Threads                                : 6  (parallel frames: 4)
vvenc [verbose]: Rate control                           : QP 32
vvenc [verbose]: Perceptual optimization                : Disabled
vvenc [verbose]: Intra period (keyframe)                : 32
vvenc [verbose]: Decoding refresh type                  : CRA
vvenc [verbose]: Sequence PSNR output                   : Linear average only
vvenc [verbose]: Hexadecimal PSNR output                : Disabled
vvenc [verbose]: Sequence MSE output                    : Disabled
vvenc [verbose]: Frame MSE output                       : Disabled
vvenc [verbose]: Cabac-zero-word-padding                : Enabled
vvenc [verbose]: Frame index                            : all frames
vvenc [verbose]: Profile                                : main_10
vvenc [verbose]: Level                                  : 5
vvenc [verbose]: CU size                                : 128
vvenc [verbose]: Max TB size                            : 64
vvenc [verbose]: Min CB size                            : 4
vvenc [verbose]: Motion search range                    : 384
vvenc [verbose]: QP                                     : 32
vvenc [verbose]: Max dQP signaling subdiv               : 0
vvenc [verbose]: Cb QP Offset (dual tree)               : 0 (0)
vvenc [verbose]: Cr QP Offset (dual tree)               : 0 (0)
vvenc [verbose]: GOP size                               : 32
vvenc [verbose]: PicReordering                          : 1
vvenc [verbose]: Input bit depth                        : (Y:8, C:8)
vvenc [verbose]: MSB-extended bit depth                 : (Y:8, C:8)
vvenc [verbose]: Internal bit depth                     : (Y:8, C:8)
vvenc [verbose]: cu_chroma_qp_offset_subdiv             : -1
vvenc [verbose]: log2_sao_offset_scale_luma             : 0
vvenc [verbose]: log2_sao_offset_scale_chroma           : 0
vvenc [verbose]: Cost function:                         : Lossy coding

vvenc [verbose]: CODING TOOL CFG: CTU128 QTMin44BTT21 IBD:0 SAO:1 ALF:1 (NonLinLuma:0 NonLinChr:0) CCALF:1 Tiles:2x2 Slices:1 WPP:0 WPP-Substreams:1 TMVP:1 DQ:1 SDH:0 CST:1 BDOF:1 DMVR:1 MTSImplicit:1 SBT:0 JCbCr:1 CabacInitPresent:0 AMVR:5 SMVD:3 LMCS:2 (Signal:SDR Opt:0) CIIP:0 MIP:1 AFFINE:4 (PROF:1, Type:1) MMVD:3 DisFracMMVD:1 SbTMVP:1 GPM:3 LFNST:1 MTS:0 ISP:3 TS:2 TSLog2MaxSize:4 useChromaTS:0 BDPCM:2 IBC:2 BCW:0 
vvenc [verbose]: ENC. ALG. CFG: QPA:0 HAD:1 RDQ:1 RDQTS:1 ASR:1 MinSearchWindow:96 EDO:2 MCTF:2 BIM:1 
vvenc [verbose]: PRE-ANALYSIS CFG: STA:1 LeadFrames:0 TrailFrames:0 
vvenc [verbose]: FAST TOOL CFG: ECU:0 FEN:3 FDM:1 FastSearch:4 (SCC:2) LCTUFast:1 FastMrg:2 PBIntraFast:1 AMaxBT:0 FastQtBtEnc:1 ContentBasedFastQtbt:1 FastMIP:3 FastIntraTools:1 IntraEstDecBit:2 FastLocalDualTree:1 IntegerET:0 FastSubPel:1 ReduceFilterME:2 QtbttExtraFast:3 FastTTSplit:5 IBCFastMethod:3 FIM:0 ALFSpeed:0 QuantThr:4 SelectiveRDQO:0 
vvenc [verbose]: RATE CONTROL CFG: RateControl:0 QP:32 LookAhead:0 FirstPassMode:0 
vvenc [verbose]: PARALLEL PROCESSING CFG: NumThreads:6 MaxParallelFrames:4 IFP:0 (IFPLines:0) TileParallelCtuEnc:1 WppBitEqual:1 WF:0 

POC    31 TId: 0 (IDR_W_RADL, I-SLICE, QP 27, TF 2)     420360 bits [Y 41.9427 dB    U 41.8646 dB    V 42.8736 dB] [ET     6 ] [L0 ] [L1 ]
POC    15 TId: 1 (      RADL, B-SLICE, QP 32, TF 1)       9008 bits [Y 41.6065 dB    U 41.6653 dB    V 42.7965 dB] [ET     0 ] [L0 31 ] [L1 31 ]
POC     7 TId: 2 (      RADL, B-SLICE, QP 34, TF 0)       4280 bits [Y 41.5928 dB    U 41.6544 dB    V 42.8050 dB] [ET     1 ] [L0 15 31 ] [L1 15 31 ]
POC     3 TId: 3 (      RADL, B-SLICE, QP 37)             1912 bits [Y 41.4942 dB    U 41.5759 dB    V 42.7784 dB] [ET     1 ] [L0 7 15 ] [L1 7 15 ]
POC     1 TId: 4 (      RADL, B-SLICE, QP 40)             1360 bits [Y 41.3664 dB    U 41.5254 dB    V 42.7330 dB] [ET     0 ] [L0 3 7 ] [L1 3 7 ]
POC     0 TId: 5 (      RADL, B-SLICE, QP 41)              632 bits [Y 41.2704 dB    U 41.4985 dB    V 42.7385 dB] [ET     0 ] [L0 1 ] [L1 1 ]
POC     2 TId: 5 (      RADL, B-SLICE, QP 41)              304 bits [Y 41.3839 dB    U 41.5469 dB    V 42.7689 dB] [ET     0 ] [L0 1 ] [L1 3 ]
POC     5 TId: 4 (      RADL, B-SLICE, QP 40)              848 bits [Y 41.4716 dB    U 41.6041 dB    V 42.7861 dB] [ET     0 ] [L0 3 7 ] [L1 7 15 ]
POC     4 TId: 5 (      RADL, B-SLICE, QP 41)              408 bits [Y 41.4337 dB    U 41.5931 dB    V 42.7963 dB] [ET     0 ] [L0 3 ] [L1 5 ]
POC     6 TId: 5 (      RADL, B-SLICE, QP 41)              392 bits [Y 41.5117 dB    U 41.6290 dB    V 42.8051 dB] [ET     0 ] [L0 5 ] [L1 7 ]
POC    11 TId: 3 (      RADL, B-SLICE, QP 37)             1896 bits [Y 41.5272 dB    U 41.6171 dB    V 42.7982 dB] [ET     1 ] [L0 7 15 ] [L1 15 31 ]
POC     9 TId: 4 (      RADL, B-SLICE, QP 40)             1192 bits [Y 41.4993 dB    U 41.6309 dB    V 42.7736 dB] [ET     0 ] [L0 7 11 ] [L1 11 15 ]
POC     8 TId: 5 (      RADL, B-SLICE, QP 41)              440 bits [Y 41.4926 dB    U 41.6476 dB    V 42.7900 dB] [ET     0 ] [L0 7 ] [L1 9 ]
POC    10 TId: 5 (      RADL, B-SLICE, QP 41)              568 bits [Y 41.4408 dB    U 41.6180 dB    V 42.7684 dB] [ET     0 ] [L0 9 ] [L1 11 ]
POC    13 TId: 4 (      RADL, B-SLICE, QP 40)             1168 bits [Y 41.4864 dB    U 41.5920 dB    V 42.7599 dB] [ET     0 ] [L0 11 7 ] [L1 15 31 ]
POC    12 TId: 5 (      RADL, B-SLICE, QP 41)              520 bits [Y 41.4608 dB    U 41.6001 dB    V 42.7550 dB] [ET     0 ] [L0 11 ] [L1 13 ]
POC    14 TId: 5 (      RADL, B-SLICE, QP 41)              592 bits [Y 41.4738 dB    U 41.6067 dB    V 42.7869 dB] [ET     0 ] [L0 13 ] [L1 15 ]
POC    23 TId: 2 (      RADL, B-SLICE, QP 34, TF 0)       4376 bits [Y 41.6168 dB    U 41.6665 dB    V 42.7394 dB] [ET     0 ] [L0 15 31 ] [L1 31 15 ]
POC    19 TId: 3 (      RADL, B-SLICE, QP 37)             2536 bits [Y 41.5296 dB    U 41.6463 dB    V 42.7364 dB] [ET     1 ] [L0 15 23 ] [L1 23 31 ]
POC    17 TId: 4 (      RADL, B-SLICE, QP 40)             1600 bits [Y 41.4886 dB    U 41.6072 dB    V 42.7321 dB] [ET     0 ] [L0 15 19 ] [L1 19 23 ]
POC    16 TId: 5 (      RADL, B-SLICE, QP 41)              912 bits [Y 41.4532 dB    U 41.6040 dB    V 42.7484 dB] [ET     0 ] [L0 15 ] [L1 17 ]
POC    18 TId: 5 (      RADL, B-SLICE, QP 41)              800 bits [Y 41.4328 dB    U 41.5786 dB    V 42.7235 dB] [ET     0 ] [L0 17 ] [L1 19 ]
POC    21 TId: 4 (      RADL, B-SLICE, QP 40)             1184 bits [Y 41.5059 dB    U 41.5890 dB    V 42.7080 dB] [ET     0 ] [L0 19 15 ] [L1 23 31 ]
POC    20 TId: 5 (      RADL, B-SLICE, QP 41)              720 bits [Y 41.4684 dB    U 41.5929 dB    V 42.7451 dB] [ET     0 ] [L0 19 ] [L1 21 ]
POC    22 TId: 5 (      RADL, B-SLICE, QP 41)              728 bits [Y 41.4992 dB    U 41.6258 dB    V 42.7319 dB] [ET     0 ] [L0 21 ] [L1 23 ]
POC    27 TId: 3 (      RADL, B-SLICE, QP 37)             1976 bits [Y 41.6650 dB    U 41.7276 dB    V 42.7524 dB] [ET     1 ] [L0 23 15 ] [L1 31 23 ]
POC    25 TId: 4 (      RADL, B-SLICE, QP 40)             1528 bits [Y 41.5646 dB    U 41.6799 dB    V 42.7504 dB] [ET     0 ] [L0 23 15 ] [L1 27 31 ]
POC    24 TId: 5 (      RADL, B-SLICE, QP 41)              808 bits [Y 41.5491 dB    U 41.6662 dB    V 42.7581 dB] [ET     0 ] [L0 23 ] [L1 25 ]
POC    26 TId: 5 (      RADL, B-SLICE, QP 41)              760 bits [Y 41.5714 dB    U 41.6874 dB    V 42.7642 dB] [ET     0 ] [L0 25 ] [L1 27 ]
POC    29 TId: 4 (      RADL, B-SLICE, QP 40)             1504 bits [Y 41.6496 dB    U 41.7535 dB    V 42.7512 dB] [ET     0 ] [L0 27 15 ] [L1 31 27 ]
POC    28 TId: 5 (      RADL, B-SLICE, QP 41)              928 bits [Y 41.6029 dB    U 41.7389 dB    V 42.7684 dB] [ET     0 ] [L0 27 ] [L1 29 ]
POC    30 TId: 5 (      RADL, B-SLICE, QP 41)              880 bits [Y 41.6646 dB    U 41.7809 dB    V 42.7903 dB] [ET     0 ] [L0 29 ] [L1 31 ]
POC    63 TId: 0 (       CRA, I-SLICE, QP 27, TF 2)     420936 bits [Y 41.9569 dB    U 41.8592 dB    V 42.8629 dB] [ET     7 ] [L0 ] [L1 ]
POC    47 TId: 1 (      RASL, B-SLICE, QP 32, TF 1)       6944 bits [Y 41.6237 dB    U 41.6827 dB    V 42.7502 dB] [ET     0 ] [L0 63 ] [L1 63 ]
POC    39 TId: 2 (      RASL, B-SLICE, QP 34, TF 0)       4848 bits [Y 41.5986 dB    U 41.6044 dB    V 42.7055 dB] [ET     0 ] [L0 47 63 ] [L1 47 63 ]
POC    35 TId: 3 (      RASL, B-SLICE, QP 37)             2608 bits [Y 41.4369 dB    U 41.5205 dB    V 42.6916 dB] [ET     1 ] [L0 39 47 ] [L1 39 47 ]
POC    33 TId: 4 (      RASL, B-SLICE, QP 40)             1904 bits [Y 41.3235 dB    U 41.4467 dB    V 42.7228 dB] [ET     0 ] [L0 35 39 ] [L1 35 39 ]
POC    32 TId: 5 (      RASL, B-SLICE, QP 41)             1456 bits [Y 41.1938 dB    U 41.3414 dB    V 42.7003 dB] [ET     0 ] [L0 33 ] [L1 33 ]
POC    34 TId: 5 (      RASL, B-SLICE, QP 41)             1120 bits [Y 41.3007 dB    U 41.4672 dB    V 42.6880 dB] [ET     0 ] [L0 33 ] [L1 35 ]
POC    37 TId: 4 (      RASL, B-SLICE, QP 40)             1264 bits [Y 41.4610 dB    U 41.5573 dB    V 42.7174 dB] [ET     0 ] [L0 35 39 ] [L1 39 47 ]
POC    36 TId: 5 (      RASL, B-SLICE, QP 41)              824 bits [Y 41.3562 dB    U 41.4915 dB    V 42.6961 dB] [ET     0 ] [L0 35 ] [L1 37 ]
POC    38 TId: 5 (      RASL, B-SLICE, QP 41)              648 bits [Y 41.4862 dB    U 41.5338 dB    V 42.6996 dB] [ET     0 ] [L0 37 ] [L1 39 ]
POC    43 TId: 3 (      RASL, B-SLICE, QP 37)             1872 bits [Y 41.5510 dB    U 41.5938 dB    V 42.7021 dB] [ET     1 ] [L0 39 47 ] [L1 47 63 ]
POC    41 TId: 4 (      RASL, B-SLICE, QP 40)             1424 bits [Y 41.5018 dB    U 41.5601 dB    V 42.6974 dB] [ET     1 ] [L0 39 43 ] [L1 43 47 ]
POC    40 TId: 5 (      RASL, B-SLICE, QP 41)              864 bits [Y 41.4944 dB    U 41.5525 dB    V 42.7026 dB] [ET     0 ] [L0 39 ] [L1 41 ]
POC    42 TId: 5 (      RASL, B-SLICE, QP 41)              848 bits [Y 41.4572 dB    U 41.5778 dB    V 42.7066 dB] [ET     0 ] [L0 41 ] [L1 43 ]
POC    45 TId: 4 (      RASL, B-SLICE, QP 40)             1320 bits [Y 41.5272 dB    U 41.6150 dB    V 42.7089 dB] [ET     1 ] [L0 43 39 ] [L1 47 63 ]
POC    44 TId: 5 (      RASL, B-SLICE, QP 41)              720 bits [Y 41.4570 dB    U 41.5753 dB    V 42.7098 dB] [ET     0 ] [L0 43 ] [L1 45 ]
POC    46 TId: 5 (      RASL, B-SLICE, QP 41)              648 bits [Y 41.5160 dB    U 41.6379 dB    V 42.7299 dB] [ET     0 ] [L0 45 ] [L1 47 ]
POC    55 TId: 2 (      RASL, B-SLICE, QP 34, TF 0)       3128 bits [Y 41.6658 dB    U 41.7055 dB    V 42.7525 dB] [ET     1 ] [L0 47 63 ] [L1 63 47 ]
POC    51 TId: 3 (      RASL, B-SLICE, QP 37)             1912 bits [Y 41.5920 dB    U 41.6420 dB    V 42.7378 dB] [ET     0 ] [L0 47 55 ] [L1 55 63 ]
POC    49 TId: 4 (      RASL, B-SLICE, QP 40)             1296 bits [Y 41.5394 dB    U 41.6165 dB    V 42.7178 dB] [ET     0 ] [L0 47 51 ] [L1 51 55 ]
POC    48 TId: 5 (      RASL, B-SLICE, QP 41)              768 bits [Y 41.5095 dB    U 41.6489 dB    V 42.7633 dB] [ET     0 ] [L0 47 ] [L1 49 ]
POC    50 TId: 5 (      RASL, B-SLICE, QP 41)              728 bits [Y 41.5120 dB    U 41.5850 dB    V 42.7184 dB] [ET     0 ] [L0 49 ] [L1 51 ]
POC    53 TId: 4 (      RASL, B-SLICE, QP 40)             1128 bits [Y 41.5624 dB    U 41.6567 dB    V 42.7113 dB] [ET     0 ] [L0 51 47 ] [L1 55 63 ]
POC    52 TId: 5 (      RASL, B-SLICE, QP 41)              720 bits [Y 41.5100 dB    U 41.6048 dB    V 42.7439 dB] [ET     0 ] [L0 51 ] [L1 53 ]
POC    54 TId: 5 (      RASL, B-SLICE, QP 41)              632 bits [Y 41.5546 dB    U 41.6615 dB    V 42.7267 dB] [ET     0 ] [L0 53 ] [L1 55 ]
POC    59 TId: 3 (      RASL, B-SLICE, QP 37)             1656 bits [Y 41.6415 dB    U 41.7486 dB    V 42.7554 dB] [ET     0 ] [L0 55 47 ] [L1 63 55 ]
POC    57 TId: 4 (      RASL, B-SLICE, QP 40)             1176 bits [Y 41.6003 dB    U 41.6835 dB    V 42.7492 dB] [ET     0 ] [L0 55 47 ] [L1 59 63 ]
POC    56 TId: 5 (      RASL, B-SLICE, QP 41)              752 bits [Y 41.5882 dB    U 41.6508 dB    V 42.7608 dB] [ET     0 ] [L0 55 ] [L1 57 ]
POC    58 TId: 5 (      RASL, B-SLICE, QP 41)              672 bits [Y 41.5633 dB    U 41.6925 dB    V 42.7695 dB] [ET     0 ] [L0 57 ] [L1 59 ]
POC    61 TId: 4 (      RASL, B-SLICE, QP 40)             1088 bits [Y 41.6779 dB    U 41.7775 dB    V 42.7915 dB] [ET     0 ] [L0 59 47 ] [L1 63 59 ]
POC    60 TId: 5 (      RASL, B-SLICE, QP 41)              504 bits [Y 41.6222 dB    U 41.7445 dB    V 42.7679 dB] [ET     0 ] [L0 59 ] [L1 61 ]
POC    62 TId: 5 (      RASL, B-SLICE, QP 41)              512 bits [Y 41.7261 dB    U 41.8075 dB    V 42.8037 dB] [ET     0 ] [L0 61 ] [L1 63 ]
POC    95 TId: 0 (       CRA, I-SLICE, QP 27, TF 2)     422240 bits [Y 41.9872 dB    U 41.9173 dB    V 42.8461 dB] [ET     7 ] [L0 ] [L1 ]
POC    79 TId: 1 (      RASL, B-SLICE, QP 32, TF 1)       5048 bits [Y 42.1191 dB    U 42.5902 dB    V 43.2020 dB] [ET     0 ] [L0 63 95 ] [L1 95 63 ]
POC    71 TId: 2 (      RASL, B-SLICE, QP 34, TF 0)       3680 bits [Y 42.0632 dB    U 42.4691 dB    V 43.1121 dB] [ET     0 ] [L0 63 79 ] [L1 79 95 ]
POC    67 TId: 3 (      RASL, B-SLICE, QP 37)             1944 bits [Y 42.0247 dB    U 42.4248 dB    V 43.0973 dB] [ET     1 ] [L0 63 71 ] [L1 71 79 ]
POC    65 TId: 4 (      RASL, B-SLICE, QP 40)             1408 bits [Y 41.9704 dB    U 42.2954 dB    V 43.0550 dB] [ET     0 ] [L0 63 67 ] [L1 67 71 ]
POC    64 TId: 5 (      RASL, B-SLICE, QP 41)              632 bits [Y 41.9230 dB    U 42.1658 dB    V 42.9988 dB] [ET     0 ] [L0 63 ] [L1 65 ]
POC    66 TId: 5 (      RASL, B-SLICE, QP 41)              752 bits [Y 41.9704 dB    U 42.3401 dB    V 43.0749 dB] [ET     0 ] [L0 65 ] [L1 67 ]
POC    69 TId: 4 (      RASL, B-SLICE, QP 40)             1256 bits [Y 41.9814 dB    U 42.4376 dB    V 43.1043 dB] [ET     0 ] [L0 67 63 ] [L1 71 79 ]
POC    68 TId: 5 (      RASL, B-SLICE, QP 41)              568 bits [Y 41.9411 dB    U 42.3872 dB    V 43.0911 dB] [ET     0 ] [L0 67 ] [L1 69 ]
POC    70 TId: 5 (      RASL, B-SLICE, QP 41)              632 bits [Y 41.9385 dB    U 42.4275 dB    V 43.1094 dB] [ET     0 ] [L0 69 ] [L1 71 ]
POC    75 TId: 3 (      RASL, B-SLICE, QP 37)             1592 bits [Y 41.9948 dB    U 42.4470 dB    V 43.1247 dB] [ET     1 ] [L0 71 63 ] [L1 79 95 ]
POC    73 TId: 4 (      RASL, B-SLICE, QP 40)              928 bits [Y 41.9108 dB    U 42.4387 dB    V 43.1133 dB] [ET     0 ] [L0 71 63 ] [L1 75 79 ]
POC    72 TId: 5 (      RASL, B-SLICE, QP 41)              776 bits [Y 41.9555 dB    U 42.4548 dB    V 43.1084 dB] [ET     0 ] [L0 71 ] [L1 73 ]
POC    74 TId: 5 (      RASL, B-SLICE, QP 41)              696 bits [Y 41.8927 dB    U 42.4339 dB    V 43.1077 dB] [ET     0 ] [L0 73 ] [L1 75 ]
POC    77 TId: 4 (      RASL, B-SLICE, QP 40)             1152 bits [Y 41.9476 dB    U 42.4619 dB    V 43.1345 dB] [ET     0 ] [L0 75 71 ] [L1 79 95 ]
POC    76 TId: 5 (      RASL, B-SLICE, QP 41)              760 bits [Y 41.9550 dB    U 42.4425 dB    V 43.1375 dB] [ET     0 ] [L0 75 ] [L1 77 ]
POC    78 TId: 5 (      RASL, B-SLICE, QP 41)              784 bits [Y 41.9337 dB    U 42.4619 dB    V 43.1302 dB] [ET     1 ] [L0 77 ] [L1 79 ]
POC    87 TId: 2 (      RASL, B-SLICE, QP 34, TF 0)       3336 bits [Y 42.0989 dB    U 42.5018 dB    V 43.1292 dB] [ET     1 ] [L0 79 63 ] [L1 95 79 ]
POC    83 TId: 3 (      RASL, B-SLICE, QP 37)             1576 bits [Y 42.0271 dB    U 42.4880 dB    V 43.1521 dB] [ET     1 ] [L0 79 63 ] [L1 87 95 ]
